Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
32nn,100000,rosenbrock_func,0.0,5.0,0.003210462652723827,420.80067156185135,25.296067165330427,32.50649581746826,3.438284397125244
32nn,1000000,rosenbrock_func,0.0,5.0,7.738408337658239e-05,306.481772649043,11.192432140439298,16.161701914635834,36.47376847267151
32nn,10000000,rosenbrock_func,0.0,5.0,9.9388734475614e-07,163.51352212867346,5.0790787083576605,7.585641201696187,444.0237925052643
32nn,1000,sphere_func,0,0,8.825949140381127e-05,0.330593058142501,0.06241523635535504,0.06147487709790539,0.0680696964263916
32nn,10000,sphere_func,0,0,2.5928914573964453e-05,0.2686665679492144,0.028457181732764247,0.02905055718458232,0.2710700035095215
32nn,100000,sphere_func,0,0,6.400039164608452e-08,0.1647071125607722,0.011960150402835809,0.012698831550867729,1.9499220848083496
32nn,1000000,sphere_func,0,0,4.709742366815358e-08,0.08053204347827811,0.005325806383620214,0.0057484969458753464,26.042632818222046
32nn,10000000,sphere_func,0,0,2.622739222999412e-09,0.05411661908209251,0.002531901953465663,0.002672115039042702,301.5578963756561
32nn,1000,sphere_func,0.0,5.0,0.0011997114568694,0.35632917754514076,0.06986994208405727,0.06481314530446279,0.058922767639160156
32nn,10000,sphere_func,0.0,5.0,2.1338739428946097e-05,0.28714316501432624,0.02936048903812341,0.029553371236596425,0.27698516845703125
32nn,100000,sphere_func,0.0,5.0,4.333520832962615e-07,0.14413301473148626,0.014128275848169544,0.0136642300394517,1.923081636428833
32nn,1000000,sphere_func,0.0,5.0,4.203893867198616e-08,0.0922333454398666,0.008906549816114726,0.007395199186454713,26.959755659103394
32nn,10000000,sphere_func,0.0,5.0,8.515821104922508e-09,0.06300003646696978,0.007302763312834906,0.005592699891092834,284.2718291282654
4nn,1000,rastrigin_func,0,0,6.858196592073602e-07,0.00020631867060668074,5.2328565929505804e-05,3.8999507015282694e-05,0.06941819190979004
4nn,10000,rastrigin_func,0,0,4.360888735422018e-08,0.0002260830645414044,5.4932072135762636e-05,4.0392583769640235e-05,0.2608606815338135
4nn,1000000,rastrigin_func,0,0,1.846147302947049e-10,0.0001209431408921289,2.3067416934034028e-05,1.727866598222967e-05,27.268033027648926
4nn,100000,rastrigin_func,0,0,1.036504105884249e-08,0.00019710363630833088,4.2957076117345454e-05,3.1224039842001454e-05,2.2294530868530273
4nn,10000000,rastrigin_func,0,0,2.5119543271086772e-11,8.547793503493832e-05,1.1932043100063715e-05,9.136930765952175e-06,260.26866579055786
4nn,1000,rastrigin_func,0.0,5.0,3.248385952867817e-07,0.00020576440640857332,5.77071473650203e-05,4.2402065774711596e-05,0.0935659408569336
4nn,10000,rastrigin_func,0.0,5.0,9.589291021156071e-08,0.00021764266961472696,5.287686499690352e-05,3.9188099032170564e-05,0.2818121910095215
4nn,100000,rastrigin_func,0.0,5.0,4.537646324834902e-10,0.00019588183669728932,4.365171242750482e-05,3.1993880078954717e-05,2.5027055740356445
4nn,1000000,rastrigin_func,0.0,5.0,4.878799079902962e-10,0.00012997470591901968,2.4596081286842257e-05,1.8404334129671995e-05,28.565982580184937
4nn,10000000,rastrigin_func,0.0,5.0,1.5886956515654894e-11,9.821947664359807e-05,1.4532278646928049e-05,1.104231572011091e-05,252.77867913246155
4nn,1000,rosenbrock_func,0,0,0.35248843897546006,536.2515470560024,72.12823738613672,80.11430509887975,0.07705163955688477
4nn,10000,rosenbrock_func,0,0,0.06941921134419667,379.0485557669994,38.78920385792057,42.95904794880884,0.29928016662597656
4nn,10000000,rosenbrock_func,0,0,6.10000843146858e-06,115.92978382692206,6.2335375007532825,6.913175636696669,339.70580554008484
4nn,100000,rosenbrock_func,0,0,0.002974551216422605,270.04358373527947,21.352738543459555,23.771118652567928,2.9282944202423096
4nn,1000000,rosenbrock_func,0,0,4.4135799647320755e-05,165.99267802499668,11.450994436399057,12.867146190877634,29.61105227470398
4nn,1000,rosenbrock_func,0.0,5.0,0.4830860358493392,397.3462358180646,74.4592175830711,71.53070521263595,0.08007001876831055
4nn,10000,rosenbrock_func,0.0,5.0,0.019743002839327027,363.8738794973561,40.85804638040012,45.661830858505745,0.5755386352539062
4nn,10000000,rosenbrock_func,0.0,5.0,2.036761251104219e-06,111.89932888881458,6.237582358890587,6.917966258537703,365.1181528568268
4nn,100000,rosenbrock_func,0.0,5.0,0.0011312013042987228,298.31451930294884,21.48083848415988,24.802548622534985,2.7002947330474854
4nn,1000000,rosenbrock_func,0.0,5.0,8.069563222343705e-05,194.1335296550118,11.50140466514619,12.926653182925392,27.15837597846985
4nn,1000000,sphere_func,0,0,5.893073165954069e-09,0.06243513545184798,0.006295053239770969,0.005304720193232496,18.57613205909729
4nn,10000000,sphere_func,0,0,2.4379849047640725e-09,0.037036405454980346,0.0034649196670015064,0.002870485046518276,181.20600128173828
4nn,1000,sphere_func,0,0,0.00020603302529639635,0.22008371389256096,0.04261254682302333,0.040273678034109715,0.0794837474822998
4nn,10000,sphere_func,0,0,7.260460139472498e-05,0.1527583668405913,0.02248804212492446,0.020211735696504782,0.17217540740966797
4nn,100000,sphere_func,0,0,3.318882400011442e-07,0.1035665119420027,0.011779895968116525,0.010158084411712922,1.3320727348327637
4nn,10000000,sphere_func,0.0,5.0,5.131000706509303e-09,0.12931271533916014,0.019351424715168673,0.01462228928480458,193.6310863494873
4nn,100000,sphere_func,0.0,5.0,1.3784675198448993e-06,0.15635219299378308,0.022595946555298452,0.01742856311445353,1.5325183868408203
4nn,10000,sphere_func,0.0,5.0,2.078892319753447e-05,0.1822769278342177,0.030383910788216822,0.023838792205645987,0.21815109252929688
4nn,1000,sphere_func,0.0,5.0,0.000181129462978092,0.18203879545341844,0.048017748484979625,0.038138345976519404,0.06741762161254883
4nn,1000000,sphere_func,0.0,5.0,2.1996427377842572e-07,0.11795458854403426,0.020151481130871503,0.015202912833419544,18.770358562469482
8nn,1000,rastrigin_func,0,0,4.568843423367208e-07,0.00018269564167620018,5.405580373074213e-05,3.945351609939268e-05,0.0783848762512207
8nn,10000,rastrigin_func,0,0,1.416262779917265e-07,0.00019382318590343604,5.1509335259137635e-05,3.7772063275285744e-05,0.43834853172302246
8nn,100000,rastrigin_func,0,0,4.943616734120397e-09,0.0001852057422915238,4.522086365126934e-05,3.292296775808509e-05,2.1876535415649414
8nn,10000000,rastrigin_func,0,0,4.3141138651904254e-12,7.188006207233024e-05,1.1262221856292958e-05,8.447342690187271e-06,290.39517092704773
8nn,1000000,rastrigin_func,0,0,3.603420291179809e-10,0.00011680613280834849,2.412190951783531e-05,1.772428741136149e-05,26.81482458114624
8nn,1000,rastrigin_func,0.0,5.0,4.112337402338079e-07,0.00017918851460140431,5.0998579637068813e-05,3.914044800391041e-05,0.07277774810791016
