Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
16nn,100000,rosenbrock_func,0.0,5.0,5.421686354034616e-08,0.20852967575838705,0.013301244595205222,0.017047567234370783,1.5631506443023682
16nn,10000000,rosenbrock_func,0.0,5.0,2.361382991922234e-09,0.08486927507147901,0.002875483647713621,0.003782108103560641,173.31461143493652
16nn,1000000,rosenbrock_func,0.0,5.0,7.06380275248197e-08,0.11176689671416282,0.005931165537661215,0.00785770140301091,17.498570919036865
16nn,1000,sphere_func,0,0,0.0003523913312760696,0.4690201962290995,0.06496630274990413,0.06654725738938724,0.06935429573059082
16nn,10000,sphere_func,0,0,3.2143302709508603e-06,0.18897546912712238,0.025957225449463946,0.02600165127349361,0.14371633529663086
16nn,100000,sphere_func,0,0,3.3212533945281564e-08,0.16613105616818102,0.011926351346929724,0.01206029185377307,0.9178905487060547
16nn,10000000,sphere_func,0,0,4.078053450484731e-09,0.058457401906932605,0.0027184769805275013,0.002529666652097036,116.17265343666077
16nn,1000000,sphere_func,0,0,1.3052873504282303e-09,0.0771309238161011,0.005464056202243633,0.005319011025547541,9.711020708084106
16nn,10000,sphere_func,0.0,5.0,2.1012388677688065e-05,0.19608731323125617,0.02637001466961076,0.025108010679464964,0.0996248722076416
16nn,1000,sphere_func,0.0,5.0,0.00016869314109934085,0.2934265312406177,0.05957803993912499,0.053247857999201106,0.06336593627929688
16nn,100000,sphere_func,0.0,5.0,3.918523966583987e-06,0.131049973590207,0.013389064036730482,0.011249317308799734,1.0017282962799072
16nn,1000000,sphere_func,0.0,5.0,6.956838105587337e-09,0.0642777366169921,0.008874780768341473,0.0068819478450021145,11.668678522109985
16nn,10000000,sphere_func,0.0,5.0,8.543240448410927e-09,0.055517634417709516,0.0076392252250246356,0.0057872697168939845,134.92504596710205
1nn,10000,rastrigin_func,0,0,0.00041080296572282293,0.4451332694893969,0.11278335668672376,0.08466639777328687,0.1877148151397705
1nn,1000,rastrigin_func,0,0,0.0029175519878916756,0.42615303317940256,0.1395367183667782,0.0977406848816835,0.06032896041870117
1nn,1000000,rastrigin_func,0,0,3.579585047264189e-07,0.24642706252481988,0.04699631893886919,0.03494045101494121,11.186886548995972
1nn,10000000,rastrigin_func,0,0,6.315630268760586e-08,0.1508810944562243,0.026395525169794563,0.019705027711001844,120.39904594421387
1nn,100000,rastrigin_func,0,0,2.412800100048962e-06,0.36210058890223223,0.07718637251631996,0.056815213418747165,1.1306371688842773
1nn,10000,rastrigin_func,0.0,5.0,5.921442365219853e-06,0.4040317643705337,0.1064940756239299,0.07517306163926875,0.18444108963012695
1nn,1000000,rastrigin_func,0.0,5.0,4.844813376037038e-07,0.2659180961546111,0.05015022562624487,0.03754872345326755,11.246477127075195
1nn,1000,rastrigin_func,0.0,5.0,0.0002525233191966736,0.41019814049784775,0.14126875497472344,0.10334620330657449,0.05896139144897461
1nn,100000,rastrigin_func,0.0,5.0,7.319309016984299e-06,0.3513383969709926,0.07681834999489742,0.056833171640262095,1.2336246967315674
1nn,10000000,rastrigin_func,0.0,5.0,1.7724150702669306e-08,0.19142312084915528,0.03228455014945399,0.02427910524811192,120.64651727676392
1nn,10000000,rosenbrock_func,0,0,3.6200081918614374e-10,0.07214031913066798,0.005324258082917357,0.005464676336758378,145.06138372421265
1nn,100000,rosenbrock_func,0,0,1.68267556131807e-07,0.1579055982560302,0.01793208762334143,0.018421682451037983,1.2374162673950195
1nn,10000,rosenbrock_func,0,0,5.3559143806984014e-06,0.2901596807915552,0.034650562245784645,0.03590627491525087,0.18025851249694824
1nn,1000000,rosenbrock_func,0,0,4.91844437404583e-08,0.11466430498358146,0.009738423516930479,0.010003636721222503,15.70883321762085
1nn,1000,rosenbrock_func,0,0,6.949531112565577e-05,0.46486579494517005,0.07362019410367339,0.08050340475771535,0.07969355583190918
