Method,Data size,Data function,Noise mean,Noise std. deviation,Relative error min,Relative error max,Relative error mean,Relative error std. deviation,Time elapsed
16nn,100000,rosenbrock_func,0.0,5.0,1.4644464940997678e-06,19.41569261217564,0.10273016188468445,0.24801171153765839,1.5518720149993896
16nn,1000000,rosenbrock_func,0.0,5.0,3.7216853345462477e-07,42.975008463364375,0.04493878907976425,0.13339891686672087,16.245474100112915
16nn,10000000,rosenbrock_func,0.0,5.0,2.607941811968536e-09,14.082381997312563,0.0217928694863958,0.027691669752456315,183.67481875419617
16nn,1000,sphere_func,0,0,0.0040333745755623375,1.2569106823166243,0.18790168106389213,0.17514163662694696,0.05593442916870117
16nn,10000,sphere_func,0,0,0.00019499745326173986,0.8482173364608274,0.0774796517296039,0.07491607385989894,0.18746209144592285
16nn,100000,sphere_func,0,0,8.153376135648616e-08,1.2068628588049162,0.035775277214506955,0.03759112267508496,0.7879638671875
16nn,1000000,sphere_func,0,0,7.644600275511982e-08,0.6181027916596417,0.01704706219239216,0.01587425331799345,10.22446870803833
16nn,10000000,sphere_func,0,0,2.4546126304633547e-08,1.1045482229844998,0.0088117323119828,0.008268213748493014,129.35674929618835
16nn,1000,sphere_func,0.0,5.0,0.0020681995347565374,1.8902890817329276,0.22195280747718216,0.2577682098949686,0.050493478775024414
16nn,10000,sphere_func,0.0,5.0,0.0001270751664543664,2.1707999873909842,0.08851552414924858,0.10689838770708068,0.164198637008667
16nn,100000,sphere_func,0.0,5.0,7.478998301956004e-06,3.0556409104130036,0.05504082761858935,0.07005560202660586,0.9636003971099854
16nn,1000000,sphere_func,0.0,5.0,2.1573596360794945e-07,6.430790499860459,0.044739706672123014,0.07870112430319985,11.595134973526001
16nn,10000000,sphere_func,0.0,5.0,1.3270440694370813e-08,29.316042284651097,0.04190718141847431,0.08957601971754182,114.8663489818573
1nn,100000,rastrigin_func,0,0,1.0140777565799593e-05,2.39401210550453,0.17610383477144678,0.16105217732328478,1.108346939086914
1nn,1000,rastrigin_func,0,0,0.0016599327588484622,1.1806119892461169,0.21101130472498092,0.18704929516629826,0.07453322410583496
1nn,10000,rastrigin_func,0,0,0.0005468100771721739,2.577573209706092,0.23599976028958652,0.233743070471141,0.19056200981140137
1nn,1000000,rastrigin_func,0,0,3.1146207367490995e-06,2.3789914858177394,0.1075070423520337,0.09669452707595219,10.307785272598267
1nn,10000000,rastrigin_func,0,0,1.0953634834378047e-07,1.62161095029917,0.06197771707199885,0.05384495660392101,123.81692600250244
1nn,1000,rastrigin_func,0.0,5.0,0.004546199791203292,1.3422781305309608,0.23737867796998807,0.22313610726321548,0.07741403579711914
1nn,100000,rastrigin_func,0.0,5.0,6.340605280072508e-06,2.3800891601743435,0.18812397766510316,0.17260709971705387,1.0918469429016113
1nn,10000,rastrigin_func,0.0,5.0,9.914577030852544e-05,2.6433450928622877,0.24502350036915826,0.22202439071990576,0.14795231819152832
1nn,1000000,rastrigin_func,0.0,5.0,3.055007099796073e-06,3.1905955350729096,0.12255594926882371,0.10900053276144159,11.970921039581299
1nn,10000000,rastrigin_func,0.0,5.0,1.2090865755038334e-07,2.1817176390362425,0.0856276795739673,0.07548855814607493,126.4648745059967
1nn,100000,rosenbrock_func,0,0,6.619905788675719e-05,2.5046045226758866,0.14038994059738483,0.12890957227404412,1.2204887866973877
1nn,1000000,rosenbrock_func,0,0,9.679506150275288e-08,2.891357847539957,0.07856887212208732,0.07012195312633827,16.694992780685425
1nn,1000,rosenbrock_func,0,0,0.007720376494447371,2.342072284382297,0.45643706317493293,0.43810419997358585,0.08362388610839844
1nn,10000,rosenbrock_func,0,0,0.00021482090352343842,3.408416791829196,0.2464114350585236,0.25672575980318674,0.20954275131225586
1nn,10000000,rosenbrock_func,0,0,1.6537492959738094e-07,22.151148657707093,0.04408437801114852,0.04289716186298061,134.34574460983276
1nn,10000,rosenbrock_func,0.0,5.0,0.00048302591070832656,2.6274272269092798,0.25755438996528757,0.24667954852594193,0.18212151527404785
